table,field
Sales Cr.Memo Line,Responsibility Center
Sales Cr.Memo Line,Return Reason Code
Sales Cr.Memo Line,Return Receipt Line No.
Sales Cr.Memo Line,Return Receipt No.
Sales Cr.Memo Line,Sell-to Customer No.
Sales Cr.Memo Line,Shipment Date
Sales Cr.Memo Line,Shortcut Dimension 1 Code
Sales Cr.Memo Line,Shortcut Dimension 2 Code
Sales Cr.Memo Line,System-Created Entry
Sales Cr.Memo Line,SystemCreatedAt
Sales Cr.Memo Line,SystemModifiedAt
Sales Cr.Memo Line,Tax Area Code
Sales Cr.Memo Line,Tax Category
Sales Cr.Memo Line,Tax Group Code
Sales Cr.Memo Line,Tax Liable
Sales Cr.Memo Line,Transaction Specification
Sales Cr.Memo Line,Transaction Type
Sales Cr.Memo Line,Transport Method
Sales Cr.Memo Line,Type
Sales Cr.Memo Line,Unit Cost
Sales Cr.Memo Line,Unit Cost (LCY)
Sales Cr.Memo Line,Unit of Measure
Sales Cr.Memo Line,Unit of Measure Code
Sales Cr.Memo Line,Unit Price
Sales Cr.Memo Line,Unit Volume
Sales Cr.Memo Line,Units per Parcel
Sales Cr.Memo Line,Use Duplication List
Sales Cr.Memo Line,Variant Code
Sales Cr.Memo Line,VAT %
Sales Cr.Memo Line,VAT Base Amount
Sales Cr.Memo Line,VAT Bus. Posting Group
Sales Cr.Memo Line,VAT Calculation Type
Sales Cr.Memo Line,VAT Clause Code
Sales Cr.Memo Line,VAT Difference
Sales Cr.Memo Line,VAT Identifier
Sales Cr.Memo Line,VAT Prod. Posting Group
Sales Cr.Memo Line,Work Type Code
Sales Header,Alt. Gen. Bus Posting Group
Sales Header,Alt. VAT Bus Posting Group
Sales Header,Alt. VAT Registration No.
Sales Header,Applies-to Doc. No.
Sales Header,Applies-to Doc. Type
Sales Header,Applies-to ID
Sales Header,Area
Sales Header,Assigned User ID
Sales Header,Bal. Account No.
Sales Header,Bal. Account Type
Sales Header,Bill-to Address
Sales Header,Bill-to Address 2
Sales Header,Bill-to City
Sales Header,Bill-to Contact
Sales Header,Bill-to Contact No.
Sales Header,Bill-to Country/Region Code
Sales Header,Bill-to County
Sales Header,Bill-to Customer No.
Sales Header,Bill-to Name
Sales Header,Bill-to Name 2
Sales Header,Bill-to Post Code
Sales Header,Campaign No.
Sales Header,Correction
Sales Header,Currency Code
Sales Header,Currency Factor
Sales Header,Customer Disc. Group
Sales Header,Customer Posting Group
Sales Header,Customer Price Group
Sales Header,Dimension Set ID
Sales Header,Document Date
Sales Header,Document Type
Sales Header,Due Date
Sales Header,Exchange Rate USD
Sales Header,Exit Point
Sales Header,External Document No.
Sales Header,Gen. Bus. Posting Group
Sales Header,Insurer Name
Sales Header,Insurer Policy Number
Sales Header,Invoice Disc. Code
Sales Header,Invoice Discount Calculation
Sales Header,Invoice Discount Value
Sales Header,Language Code
Sales Header,Location Code
Sales Header,No.
Sales Header,Opportunity No.
Sales Header,Order Class
Sales Header,Order Date
Sales Header,Payment Discount %
Sales Header,Payment Method Code
Sales Header,Payment Terms Code
Sales Header,Pmt. Discount Date
Sales Header,Posting Date
Sales Header,Posting Description
Sales Header,Posting No.
Sales Header,Prepayment No.
Sales Header,Prepmt. Cr. Memo No.
Sales Header,Prices Including VAT
Sales Header,Promised Delivery Date
Sales Header,Quote Accepted
Sales Header,Quote Accepted Date
Sales Header,Quote No.
Sales Header,Quote Sent to Customer
Sales Header,Quote Valid Until Date
Sales Header,Reason Code
Sales Header,Receive
Sales Header,Requested Delivery Date
Sales Header,Responsibility Center
Sales Header,Return Receipt No.
Sales Header,Sales Tax Amount Rounding
Sales Header,Salesperson Code
Sales Header,Sell-to Address
Sales Header,Sell-to Address 2
Sales Header,Sell-to City
Sales Header,Sell-to Contact
Sales Header,Sell-to Contact No.
Sales Header,Sell-to Country/Region Code
Sales Header,Sell-to County
Sales Header,Sell-to Customer Name
Sales Header,Sell-to Customer Name 2
Sales Header,Sell-to Customer No.
Sales Header,Sell-to E-Mail
Sales Header,Sell-to IC Partner Code
Sales Header,Sell-to Phone No.
Sales Header,Sell-to Post Code
Sales Header,Send IC Document
Sales Header,Ship
Sales Header,Shipment Date
Sales Header,Shipment Method Code
Sales Header,Shipping Advice
Sales Header,Shipping Agent Code
Sales Header,Shipping Agent Service Code
Sales Header,Shipping No.
Sales Header,Shipping No. Series
Sales Header,Ship-to Address
Sales Header,Ship-to Address 2
Sales Header,Ship-to City
Sales Header,Ship-to Code
Sales Header,Ship-to Contact
Sales Header,Ship-to Country/Region Code
Sales Header,Ship-to County
Sales Header,Ship-to Name
Sales Header,Ship-to Name 2
Sales Header,Ship-to Phone No.
Sales Header,Ship-to Post Code
Sales Header,Ship-to UPS Zone
Sales Header,Status
Sales Header,SystemCreatedAt
Sales Header,SystemModifiedAt
Sales Header,Tax Area Code
Sales Header,Tax Exemption No.
Sales Header,Tax Liable
Sales Header,Transaction Type
Sales Header,Transport Method
Sales Header,VAT Base Discount %
Sales Header,VAT Bus. Posting Group
Sales Header,VAT Country/Region Code
Sales Header,VAT Registration No.
Sales Header,VAT Reporting Date
Sales Header,Vehicle Code
Sales Header,Your Reference
Sales Invoice Header,Alt. Gen. Bus Posting Group
Sales Invoice Header,Alt. VAT Bus Posting Group
Sales Invoice Header,Alt. VAT Registration No.
Sales Invoice Header,Applies-to Doc. No.
Sales Invoice Header,Applies-to Doc. Type
Sales Invoice Header,Area
Sales Invoice Header,Bal. Account No.
Sales Invoice Header,Bal. Account Type
Sales Invoice Header,Bill-to Address
Sales Invoice Header,Bill-to Address 2
Sales Invoice Header,Bill-to City
Sales Invoice Header,Bill-to Contact
Sales Invoice Header,Bill-to Contact No.
Sales Invoice Header,Bill-to Country/Region Code
Sales Invoice Header,Bill-to County
Sales Invoice Header,Bill-to Customer No.
Sales Invoice Header,Bill-to Name
Sales Invoice Header,Bill-to Name 2
Sales Invoice Header,Bill-to Post Code
Sales Invoice Header,Campaign No.
Sales Invoice Header,Certificate Serial No.
Sales Invoice Header,Correction
Sales Invoice Header,Currency Code
Sales Invoice Header,Currency Factor
Sales Invoice Header,Cust. Ledger Entry No.
Sales Invoice Header,Customer Disc. Group
Sales Invoice Header,Customer Posting Group
Sales Invoice Header,Customer Price Group
Sales Invoice Header,Dimension Set ID
Sales Invoice Header,Document Date
Sales Invoice Header,Due Date
Sales Invoice Header,Electronic Document Sent
Sales Invoice Header,Electronic Document Status
Sales Invoice Header,Error Code
Sales Invoice Header,Error Description
Sales Invoice Header,Exchange Rate USD
Sales Invoice Header,Exit Point
Sales Invoice Header,External Document No.
Sales Invoice Header,Gen. Bus. Posting Group
Sales Invoice Header,Invoice Disc. Code
Sales Invoice Header,Invoice Discount Calculation
Sales Invoice Header,Invoice Discount Value
Sales Invoice Header,Language Code
Sales Invoice Header,Location Code
Sales Invoice Header,No.
Sales Invoice Header,Opportunity No.
Sales Invoice Header,Order Date
Sales Invoice Header,Order No.
Sales Invoice Header,Payment Discount %
Sales Invoice Header,Payment Method Code
Sales Invoice Header,Payment Reference
Sales Invoice Header,Payment Terms Code
Sales Invoice Header,Pmt. Discount Date
Sales Invoice Header,Posting Date
Sales Invoice Header,Posting Description
Sales Invoice Header,Prepayment Order No.
Sales Invoice Header,Prices Including VAT
Sales Invoice Header,Promised Pay Date
Sales Invoice Header,Quote No.
Sales Invoice Header,Reason Code
Sales Invoice Header,Responsibility Center
Sales Invoice Header,Salesperson Code
Sales Invoice Header,Sell-to Address
Sales Invoice Header,Sell-to Address 2
Sales Invoice Header,Sell-to City
Sales Invoice Header,Sell-to Contact
Sales Invoice Header,Sell-to Contact No.
Sales Invoice Header,Sell-to Country/Region Code
Sales Invoice Header,Sell-to County
Sales Invoice Header,Sell-to Customer Name
Sales Invoice Header,Sell-to Customer Name 2
Sales Invoice Header,Sell-to Customer No.
Sales Invoice Header,Sell-to E-Mail
Sales Invoice Header,Sell-to Phone No.
Sales Invoice Header,Sell-to Post Code
Sales Invoice Header,Shipment Date
Sales Invoice Header,Shipment Method Code
Sales Invoice Header,Shipping Agent Code
Sales Invoice Header,Shipping Agent Service Code
Sales Invoice Header,Ship-to Address
Sales Invoice Header,Ship-to Address 2
Sales Invoice Header,Ship-to City
Sales Invoice Header,Ship-to Code
Sales Invoice Header,Ship-to Contact
Sales Invoice Header,Ship-to Country/Region Code
Sales Invoice Header,Ship-to County
Sales Invoice Header,Ship-to Name
Sales Invoice Header,Ship-to Name 2
Sales Invoice Header,Ship-to Phone No.
Sales Invoice Header,Ship-to Post Code
Sales Invoice Header,Ship-to UPS Zone
Sales Invoice Header,Source Code
Sales Invoice Header,SystemCreatedAt
Sales Invoice Header,SystemModifiedAt
Sales Invoice Header,Tax Area Code
Sales Invoice Header,Tax Exemption No.
Sales Invoice Header,Tax Liable
Sales Invoice Header,Transaction Type
Sales Invoice Header,Transport Method
Sales Invoice Header,User ID
Sales Invoice Header,VAT Base Discount %
Sales Invoice Header,VAT Bus. Posting Group
Sales Invoice Header,VAT Country/Region Code
Sales Invoice Header,VAT Registration No.
Sales Invoice Header,VAT Reporting Date
Sales Invoice Header,Your Reference
Sales Invoice Line,Amount
Sales Invoice Line,Amount Including VAT
Sales Invoice Line,Appl.-from Item Entry
Sales Invoice Line,Appl.-to Item Entry
Sales Invoice Line,Area
Sales Invoice Line,Attached to Line No.
Sales Invoice Line,Bill-to Customer No.
Sales Invoice Line,Bin Code
Sales Invoice Line,Blanket Order Line No.
Sales Invoice Line,Blanket Order No.
Sales Invoice Line,Custom Transit Number
Sales Invoice Line,Customer Disc. Group
Sales Invoice Line,Customer Price Group
Sales Invoice Line,Description
Sales Invoice Line,Description 2
Sales Invoice Line,Dimension Set ID
Sales Invoice Line,Document No.
Sales Invoice Line,Drop Shipment
Sales Invoice Line,Gen. Bus. Posting Group
Sales Invoice Line,Gen. Prod. Posting Group
Sales Invoice Line,Gross Weight
Sales Invoice Line,Inv. Discount Amount
Sales Invoice Line,Item Category Code
Sales Invoice Line,Item Reference No.
Sales Invoice Line,Item Reference Type
Sales Invoice Line,Item Reference Type No.
Sales Invoice Line,Item Reference Unit of Measure
Sales Invoice Line,Job No.
Sales Invoice Line,Job Task No.
Sales Invoice Line,Line Amount
Sales Invoice Line,Line Discount %
Sales Invoice Line,Line Discount Amount
Sales Invoice Line,Line No.
Sales Invoice Line,Location Code
Sales Invoice Line,Net Weight
Sales Invoice Line,No.
Sales Invoice Line,Nonstock
Sales Invoice Line,Order Line No.
Sales Invoice Line,Order No.
Sales Invoice Line,Pmt. Discount Amount
Sales Invoice Line,Posting Date
Sales Invoice Line,Posting Group
Sales Invoice Line,Prepayment Line
Sales Invoice Line,Price Calculation Method
Sales Invoice Line,Price description
Sales Invoice Line,Purchasing Code
Sales Invoice Line,Qty. per Unit of Measure
Sales Invoice Line,Quantity
Sales Invoice Line,Quantity (Base)
Sales Invoice Line,Responsibility Center
Sales Invoice Line,Return Reason Code
Sales Invoice Line,Sell-to Customer No.
Sales Invoice Line,Shipment Date
Sales Invoice Line,Shipment Line No.
Sales Invoice Line,Shipment No.
Sales Invoice Line,Shortcut Dimension 1 Code
Sales Invoice Line,Shortcut Dimension 2 Code
Sales Invoice Line,System-Created Entry
Sales Invoice Line,SystemCreatedAt
Sales Invoice Line,SystemModifiedAt
Sales Invoice Line,Tax Area Code
Sales Invoice Line,Tax Category
Sales Invoice Line,Tax Group Code
Sales Invoice Line,Tax Liable
Sales Invoice Line,Transaction Specification
Sales Invoice Line,Transaction Type
Sales Invoice Line,Transport Method
Sales Invoice Line,Type
Sales Invoice Line,Unit Cost
Sales Invoice Line,Unit Cost (LCY)
Sales Invoice Line,Unit of Measure
Sales Invoice Line,Unit of Measure Code
Sales Invoice Line,Unit Price
Sales Invoice Line,Unit Volume
Sales Invoice Line,Units per Parcel
Sales Invoice Line,Use Duplication List
Sales Invoice Line,Variant Code
Sales Invoice Line,VAT %
Sales Invoice Line,VAT Base Amount
Sales Invoice Line,VAT Bus. Posting Group
Sales Invoice Line,VAT Calculation Type
Sales Invoice Line,VAT Clause Code
Sales Invoice Line,VAT Difference
Sales Invoice Line,VAT Identifier
Sales Invoice Line,VAT Prod. Posting Group
Sales Invoice Line,Work Type Code
Sales Line,Amount
Sales Line,Amount Including VAT
Sales Line,Appl.-from Item Entry
Sales Line,Appl.-to Item Entry
Sales Line,Area
Sales Line,Attached to Line No.
Sales Line,Bill-to Customer No.
Sales Line,Bin Code
Sales Line,Blanket Order Line No.
Sales Line,Blanket Order No.
Sales Line,BOM Item No.
Sales Line,Completely Shipped
Sales Line,Currency Code
Sales Line,Custom Transit Number
Sales Line,Customer Disc. Group
Sales Line,Customer Price Group
Sales Line,Description
Sales Line,Description 2
Sales Line,Dimension Set ID
Sales Line,Document No.
Sales Line,Document Type
Sales Line,Drop Shipment
Sales Line,Gen. Bus. Posting Group
Sales Line,Gen. Prod. Posting Group
Sales Line,Gross Weight
Sales Line,Inv. Discount Amount
Sales Line,Item Category Code
Sales Line,Item Reference No.
Sales Line,Item Reference Type
Sales Line,Item Reference Type No.
Sales Line,Item Reference Unit of Measure
Sales Line,Job No.
Sales Line,Job Task No.
Sales Line,Line Amount
Sales Line,Line Discount %
Sales Line,Line Discount Amount
Sales Line,Line No.
Sales Line,Location Code
Sales Line,Net Weight
Sales Line,No.
Sales Line,Nonstock
Sales Line,Outstanding Amount
Sales Line,Outstanding Amount (LCY)
Sales Line,Outstanding Qty. (Base)
Sales Line,Outstanding Quantity
Sales Line,Planned
Sales Line,Planned Delivery Date
Sales Line,Planned Shipment Date
Sales Line,Pmt. Discount Amount
Sales Line,Posting Group
Sales Line,Prepayment %
Sales Line,Prepayment Amount
Sales Line,Prepayment Line
Sales Line,Prepayment Tax Area Code
Sales Line,Prepayment Tax Group Code
Sales Line,Prepayment Tax Liable
Sales Line,Prepayment VAT %
Sales Line,Prepayment VAT Difference
Sales Line,Prepayment VAT Identifier
Sales Line,Prepmt Amt Deducted
Sales Line,Prepmt Amt to Deduct
Sales Line,Prepmt VAT Diff. Deducted
Sales Line,Prepmt VAT Diff. to Deduct
Sales Line,Prepmt. Amount Inv. (LCY)
Sales Line,Prepmt. Amount Inv. Incl. VAT
Sales Line,Prepmt. Amt. Incl. VAT
Sales Line,Prepmt. Amt. Inv.
Sales Line,Prepmt. Line Amount
Sales Line,Prepmt. Pmt. Discount Amount
Sales Line,Prepmt. VAT Amount Inv. (LCY)
Sales Line,Prepmt. VAT Base Amt.
Sales Line,Prepmt. VAT Calc. Type
Sales Line,Price Calculation Method
Sales Line,Price description
Sales Line,Profit %
Sales Line,Promised Delivery Date
Sales Line,Purch. Order Line No.
Sales Line,Purchase Order No.
Sales Line,Purchasing Code
Sales Line,Qty. Invoiced (Base)
Sales Line,Qty. per Unit of Measure
Sales Line,Qty. Rounding Precision
Sales Line,Qty. Rounding Precision (Base)
Sales Line,Qty. Shipped (Base)
Sales Line,Qty. Shipped Not Invd. (Base)
Sales Line,Qty. Shipped Not Invoiced
Sales Line,Qty. to Asm. to Order (Base)
Sales Line,Qty. to Assemble to Order
Sales Line,Qty. to Invoice
Sales Line,Qty. to Invoice (Base)
Sales Line,Qty. to Ship
Sales Line,Qty. to Ship (Base)
Sales Line,Quantity
Sales Line,Quantity (Base)
Sales Line,Quantity Invoiced
Sales Line,Quantity Shipped
Sales Line,Recalculate Invoice Disc.
Sales Line,Requested Delivery Date
Sales Line,Reserve
Sales Line,Responsibility Center
Sales Line,Return Qty. Received
Sales Line,Return Qty. Received (Base)
Sales Line,Return Qty. to Receive
Sales Line,Return Qty. to Receive (Base)
Sales Line,Return Rcd. Not Invd.
Sales Line,Return Rcd. Not Invd. (LCY)
Sales Line,Return Reason Code
Sales Line,Return Receipt Line No.
Sales Line,Return Receipt No.
Sales Line,Returns Deferral Start Date
Sales Line,Sell-to Customer No.
Sales Line,Shipment Date
Sales Line,Shipment Line No.
Sales Line,Shipment No.
Sales Line,Shipped Not Inv. (LCY) No VAT
Sales Line,Shipped Not Invoiced
Sales Line,Shipped Not Invoiced (LCY)
Sales Line,Shipping Agent Code
Sales Line,Shipping Agent Service Code
Sales Line,Shortcut Dimension 1 Code
Sales Line,Shortcut Dimension 2 Code
Sales Line,System-Created Entry
Sales Line,SystemCreatedAt
Sales Line,SystemModifiedAt
Sales Line,Tax Area Code
Sales Line,Tax Category
Sales Line,Tax Group Code
Sales Line,Tax Liable
Sales Line,Transaction Specification
Sales Line,Transaction Type
Sales Line,Transport Method
Sales Line,Type
Sales Line,Unit Cost
Sales Line,Unit Cost (LCY)
Sales Line,Unit of Measure
Sales Line,Unit of Measure Code
Sales Line,Unit Price
Sales Line,Unit Volume
Sales Line,Units per Parcel
Sales Line,Use Duplication List
Sales Line,Variant Code
Sales Line,VAT %
Sales Line,VAT Base Amount
Sales Line,VAT Bus. Posting Group
Sales Line,VAT Calculation Type
Sales Line,VAT Clause Code
Sales Line,VAT Difference
Sales Line,VAT Identifier
Sales Line,VAT Prod. Posting Group
Sales Line,Work Type Code
Sales Shipment Header,Applies-to Doc. No.
Sales Shipment Header,Applies-to Doc. Type
Sales Shipment Header,Area
Sales Shipment Header,Bal. Account No.
Sales Shipment Header,Bal. Account Type
Sales Shipment Header,Bill-to Address
Sales Shipment Header,Bill-to Address 2
Sales Shipment Header,Bill-to City
Sales Shipment Header,Bill-to Contact
Sales Shipment Header,Bill-to Contact No.
Sales Shipment Header,Bill-to Country/Region Code
Sales Shipment Header,Bill-to County
Sales Shipment Header,Bill-to Customer No.
Sales Shipment Header,Bill-to Name
Sales Shipment Header,Bill-to Name 2
Sales Shipment Header,Bill-to Post Code
Sales Shipment Header,Campaign No.
Sales Shipment Header,Certificate Serial No.
Sales Shipment Header,Correction
Sales Shipment Header,Currency Code
Sales Shipment Header,Currency Factor
Sales Shipment Header,Customer Disc. Group
Sales Shipment Header,Customer Posting Group
Sales Shipment Header,Customer Price Group
Sales Shipment Header,Dimension Set ID
Sales Shipment Header,Document Date
Sales Shipment Header,Due Date
Sales Shipment Header,Electronic Document Status
Sales Shipment Header,Error Code
Sales Shipment Header,Error Description
Sales Shipment Header,Exchange Rate USD
Sales Shipment Header,Exit Point
Sales Shipment Header,External Document No.
Sales Shipment Header,Gen. Bus. Posting Group
Sales Shipment Header,Insurer Name
Sales Shipment Header,Insurer Policy Number
Sales Shipment Header,Invoice Disc. Code
Sales Shipment Header,Language Code
Sales Shipment Header,Location Code
Sales Shipment Header,No.
Sales Shipment Header,Opportunity No.
Sales Shipment Header,Order Date
Sales Shipment Header,Order No.
Sales Shipment Header,Payment Discount %
Sales Shipment Header,Payment Method Code
Sales Shipment Header,Payment Terms Code
Sales Shipment Header,Pmt. Discount Date
Sales Shipment Header,Posting Date
Sales Shipment Header,Posting Description
Sales Shipment Header,Price Calculation Method
Sales Shipment Header,Prices Including VAT
Sales Shipment Header,Promised Delivery Date
Sales Shipment Header,Quote No.
Sales Shipment Header,Reason Code
Sales Shipment Header,Requested Delivery Date
Sales Shipment Header,Responsibility Center
Sales Shipment Header,Salesperson Code
Sales Shipment Header,Sell-to Address
Sales Shipment Header,Sell-to Address 2
Sales Shipment Header,Sell-to City
Sales Shipment Header,Sell-to Contact
Sales Shipment Header,Sell-to Contact No.
Sales Shipment Header,Sell-to Country/Region Code
Sales Shipment Header,Sell-to County
Sales Shipment Header,Sell-to Customer Name
Sales Shipment Header,Sell-to Customer Name 2
Sales Shipment Header,Sell-to Customer No.
Sales Shipment Header,Sell-to E-Mail
Sales Shipment Header,Sell-to Phone No.
Sales Shipment Header,Sell-to Post Code
Sales Shipment Header,Shipment Date
Sales Shipment Header,Shipment Method Code
Sales Shipment Header,Shipping Agent Code
Sales Shipment Header,Shipping Agent Service Code
Sales Shipment Header,Ship-to Address
Sales Shipment Header,Ship-to Address 2
Sales Shipment Header,Ship-to City
Sales Shipment Header,Ship-to Code
Sales Shipment Header,Ship-to Contact
Sales Shipment Header,Ship-to Country/Region Code
Sales Shipment Header,Ship-to County
Sales Shipment Header,Ship-to Name
Sales Shipment Header,Ship-to Name 2
Sales Shipment Header,Ship-to Phone No.
Sales Shipment Header,Ship-to Post Code
Sales Shipment Header,Ship-to UPS Zone
Sales Shipment Header,Source Code
Sales Shipment Header,SystemCreatedAt
Sales Shipment Header,SystemModifiedAt
Sales Shipment Header,Tax Area Code
Sales Shipment Header,Tax Liable
Sales Shipment Header,Transaction Type
Sales Shipment Header,Transport Method
Sales Shipment Header,User ID
Sales Shipment Header,VAT Base Discount %
Sales Shipment Header,VAT Bus. Posting Group
Sales Shipment Header,VAT Country/Region Code
Sales Shipment Header,VAT Registration No.
Sales Shipment Header,Vehicle Code
Sales Shipment Header,Your Reference
Sales Shipment Line,Appl.-from Item Entry
Sales Shipment Line,Appl.-to Item Entry
Sales Shipment Line,Area
Sales Shipment Line,Attached to Line No.
Sales Shipment Line,Bill-to Customer No.
Sales Shipment Line,Bin Code
Sales Shipment Line,Blanket Order Line No.
Sales Shipment Line,Blanket Order No.
Sales Shipment Line,Correction
Sales Shipment Line,Custom Transit Number
Sales Shipment Line,Customer Disc. Group
Sales Shipment Line,Customer Price Group
Sales Shipment Line,Description
Sales Shipment Line,Description 2
Sales Shipment Line,Dimension Set ID
Sales Shipment Line,Document No.
Sales Shipment Line,Drop Shipment
Sales Shipment Line,Gen. Bus. Posting Group
Sales Shipment Line,Gen. Prod. Posting Group
Sales Shipment Line,Gross Weight
Sales Shipment Line,Item Category Code
Sales Shipment Line,Item Reference No.
Sales Shipment Line,Item Reference Type
Sales Shipment Line,Item Reference Type No.
Sales Shipment Line,Item Reference Unit of Measure
Sales Shipment Line,Item Shpt. Entry No.
Sales Shipment Line,Job No.
Sales Shipment Line,Job Task No.
Sales Shipment Line,Line Discount %
Sales Shipment Line,Line No.
Sales Shipment Line,Location Code
Sales Shipment Line,Net Weight
Sales Shipment Line,No.
Sales Shipment Line,Nonstock
Sales Shipment Line,Order Line No.
Sales Shipment Line,Order No.
Sales Shipment Line,Planned Delivery Date
Sales Shipment Line,Planned Shipment Date
Sales Shipment Line,Posting Date
Sales Shipment Line,Posting Group
Sales Shipment Line,Price Calculation Method
Sales Shipment Line,Promised Delivery Date
Sales Shipment Line,Purch. Order Line No.
Sales Shipment Line,Purchase Order No.
Sales Shipment Line,Purchasing Code
Sales Shipment Line,Qty. Invoiced (Base)
Sales Shipment Line,Qty. per Unit of Measure
Sales Shipment Line,Qty. Shipped Not Invoiced
Sales Shipment Line,Quantity
Sales Shipment Line,Quantity (Base)
Sales Shipment Line,Quantity Invoiced
Sales Shipment Line,Requested Delivery Date
Sales Shipment Line,Responsibility Center
Sales Shipment Line,Return Reason Code
Sales Shipment Line,Sell-to Customer No.
Sales Shipment Line,Shipment Date
Sales Shipment Line,Shortcut Dimension 1 Code
Sales Shipment Line,Shortcut Dimension 2 Code
Sales Shipment Line,SystemCreatedAt
Sales Shipment Line,SystemModifiedAt
Sales Shipment Line,Tax Area Code
Sales Shipment Line,Tax Group Code
Sales Shipment Line,Tax Liable
Sales Shipment Line,Transaction Specification
Sales Shipment Line,Transaction Type
Sales Shipment Line,Transport Method
Sales Shipment Line,Type
Sales Shipment Line,Unit Cost
Sales Shipment Line,Unit Cost (LCY)
Sales Shipment Line,Unit of Measure
Sales Shipment Line,Unit of Measure Code
Sales Shipment Line,Unit Price
Sales Shipment Line,Unit Volume
Sales Shipment Line,Units per Parcel
Sales Shipment Line,Use Duplication List
Sales Shipment Line,Variant Code
Sales Shipment Line,VAT %
Sales Shipment Line,VAT Base Amount
Sales Shipment Line,VAT Bus. Posting Group
Sales Shipment Line,VAT Calculation Type
Sales Shipment Line,VAT Prod. Posting Group
Sales Shipment Line,Work Type Code
Salesperson/Purchaser,Blocked
Salesperson/Purchaser,Code
Salesperson/Purchaser,Commission %
Salesperson/Purchaser,E-Mail
Salesperson/Purchaser,E-Mail 2
Salesperson/Purchaser,Global Dimension 1 Code
Salesperson/Purchaser,Global Dimension 2 Code
Salesperson/Purchaser,Job Title
Salesperson/Purchaser,Name
Salesperson/Purchaser,Phone No.
Salesperson/Purchaser,Privacy Blocked
Salesperson/Purchaser,Search E-Mail
Salesperson/Purchaser,SystemCreatedAt
Salesperson/Purchaser,SystemModifiedAt
Value Entry,Adjustment
Value Entry,Applies-to Entry
Value Entry,Average Cost Exception
Value Entry,Capacity Ledger Entry No.
Value Entry,Cost Amount (Actual)
Value Entry,Cost Amount (Actual) (ACY)
Value Entry,Cost Amount (Expected)
Value Entry,Cost Amount (Expected) (ACY)
Value Entry,Cost Amount (Non-Invtbl.)
Value Entry,Cost Amount (Non-Invtbl.)(ACY)
Value Entry,Cost per Unit
Value Entry,Cost per Unit (ACY)
Value Entry,Cost Posted to G/L
Value Entry,Cost Posted to G/L (ACY)
Value Entry,Description
Value Entry,Dimension Set ID
Value Entry,Discount Amount
Value Entry,Document Date
Value Entry,Document Line No.
Value Entry,Document No.
Value Entry,Document Type
Value Entry,Drop Shipment
Value Entry,Entry No.
Value Entry,Entry Type
Value Entry,Exp. Cost Posted to G/L (ACY)
Value Entry,Expected Cost
Value Entry,Expected Cost Posted to G/L
Value Entry,External Document No.
Value Entry,Gen. Bus. Posting Group
Value Entry,Gen. Prod. Posting Group
Value Entry,Global Dimension 1 Code
Value Entry,Global Dimension 2 Code
Value Entry,Inventoriable
Value Entry,Inventory Posting Group
Value Entry,Invoiced Quantity
Value Entry,Item Charge No.
Value Entry,Item Ledger Entry No.
Value Entry,Item Ledger Entry Quantity
Value Entry,Item Ledger Entry Type
Value Entry,Item No.
Value Entry,Job Ledger Entry No.
Value Entry,Job No.
Value Entry,Job Task No.
Value Entry,Journal Batch Name
Value Entry,Location Code
Value Entry,No.
Value Entry,Order Line No.
Value Entry,Order No.
Value Entry,Order Type
Value Entry,Partial Revaluation
Value Entry,Posting Date
Value Entry,Purchase Amount (Actual)
Value Entry,Purchase Amount (Expected)
Value Entry,Reason Code
Value Entry,Return Reason Code
Value Entry,Sales Amount (Actual)
Value Entry,Sales Amount (Expected)
Value Entry,Salespers./Purch. Code
Value Entry,Source Code
Value Entry,Source No.
Value Entry,Source Posting Group
Value Entry,Source Type
Value Entry,SystemCreatedAt
Value Entry,SystemModifiedAt
Value Entry,Type
Value Entry,User ID
Value Entry,Valuation Date
Value Entry,Valued By Average Cost
Value Entry,Valued Quantity
Value Entry,Variance Type
Value Entry,Variant Code
Value Entry,VAT Reporting Date
Vendor,Address
Vendor,Address 2
Vendor,Blocked
Vendor,City
Vendor,Company Size Code
Vendor,Contact
Vendor,Country/Region Code
Vendor,County
Vendor,Creditor No.
Vendor,CURP No.
Vendor,Currency Code
Vendor,E-Mail
Vendor,Fax No.
Vendor,Federal ID No.
Vendor,Gen. Bus. Posting Group
Vendor,Global Dimension 1 Code
Vendor,Global Dimension 2 Code
Vendor,IC Partner Code
Vendor,Intrastat Partner Type
Vendor,Invoice Disc. Code
Vendor,Language Code
Vendor,Last Date Modified
Vendor,Last Modified Date Time
Vendor,Location Code
Vendor,Mobile Phone No.
Vendor,Name
Vendor,Name 2
Vendor,No.
Vendor,No. Series
Vendor,Our Account No.
Vendor,Partner Type
Vendor,Payment Method Code
Vendor,Payment Terms Code
Vendor,Pay-to Vendor No.
Vendor,Phone No.
Vendor,Post Code
Vendor,Prices Including VAT
Vendor,Primary Contact No.
Vendor,Priority
Vendor,Purchaser Code
Vendor,Responsibility Center
Vendor,RFC No.
Vendor,Search Name
Vendor,Shipment Method Code
Vendor,Shipping Agent Code
Vendor,State Inscription
Vendor,Statistics Group
Vendor,SystemCreatedAt
Vendor,SystemModifiedAt
Vendor,Tax Area Code
Vendor,Tax Identification Type
Vendor,Tax Liable
Vendor,Telex Answer Back
Vendor,Telex No.
Vendor,Territory Code
Vendor,UPS Zone
